policy_id,insurer_id,policy_type_id,coverage_type_id,policy_year,start_date,end_date,premium_amount,policy_status
2777,1,7,4,2024,2023-08-16,2024-08-15,7497930,Expired
2778,3,7,1,2024,2022-09-05,2023-09-05,12193615,Renewed
2779,6,11,6,2022,2023-01-06,2024-01-06,5712837,Expired
2780,1,9,2,2022,2024-09-14,2025-09-14,8689532,Expired
2781,6,6,2,2023,2025-07-19,2026-07-19,7441515,Expired
2782,2,4,4,2022,2024-09-27,2025-09-27,11347798,Renewed
2783,2,8,1,2024,2023-03-29,2024-03-28,4644553,Renewed
2784,2,1,5,2024,2024-10-08,2025-10-08,906592,Active
2785,5,5,4,2024,2026-02-16,2027-02-16,18642007,Active
2786,4,2,2,2022,2023-12-15,2024-12-14,3252186,Expired
2787,4,12,1,2022,2022-11-11,2023-11-11,11785745,Expired
2788,4,4,5,2025,2024-02-14,2025-02-13,12126807,Renewed
2789,6,3,5,2022,2024-05-02,2025-05-02,11418820,Renewed
2790,1,12,6,2023,2025-10-29,2026-10-29,7970548,Expired
2791,2,8,5,2024,2023-01-04,2024-01-04,9310318,Active
2792,1,3,5,2022,2023-05-09,2024-05-08,5118309,Renewed
2793,6,10,3,2025,2023-01-23,2024-01-23,5460516,Renewed
2794,6,9,6,2024,2023-02-01,2024-02-01,14693598,Renewed
2795,5,1,5,2023,2023-06-26,2024-06-25,937950,Active
2796,4,11,1,2025,2022-08-19,2023-08-19,10138231,Expired
2797,2,8,7,2024,2026-03-06,2027-03-06,7167227,Expired
2798,4,7,7,2023,2025-03-03,2026-03-03,10002762,Expired
2799,1,9,4,2022,2024-09-12,2025-09-12,11858490,Renewed
2800,5,11,1,2022,2024-05-04,2025-05-04,13748761,Expired
2801,4,4,7,2024,2025-10-20,2026-10-20,11693773,Active
2802,6,4,1,2023,2024-05-10,2025-05-10,10534081,Renewed
2803,2,2,7,2024,2026-04-09,2027-04-09,1664310,Expired
2804,6,7,4,2024,2023-11-19,2024-11-18,8310524,Renewed
2805,5,7,3,2023,2023-01-26,2024-01-26,14412873,Renewed
2806,2,8,6,2024,2024-05-10,2025-05-10,7854093,Renewed
2807,6,6,6,2024,2023-10-06,2024-10-05,4934268,Renewed
2808,1,9,3,2022,2025-05-06,2026-05-06,9365187,Expired
2809,4,4,7,2025,2025-07-22,2026-07-22,8946194,Renewed
2810,3,7,1,2024,2025-03-16,2026-03-16,14420938,Active
2811,2,11,6,2024,2023-07-16,2024-07-15,8565940,Expired
2812,6,8,5,2023,2025-09-22,2026-09-22,7027475,Renewed
2813,1,3,1,2023,2025-03-14,2026-03-14,14878672,Expired
2814,2,1,5,2025,2025-07-21,2026-07-21,1959696,Active
2815,1,4,1,2024,2025-12-21,2026-12-21,10359050,Active
2816,6,5,3,2022,2023-10-26,2024-10-25,7466055,Expired
2817,4,11,6,2025,2022-08-06,2023-08-06,7281431,Expired
2818,5,9,1,2024,2024-01-24,2025-01-23,14545986,Active
2819,5,1,1,2022,2024-05-26,2025-05-26,941079,Active
2820,4,7,5,2025,2024-05-30,2025-05-30,6965846,Expired
2821,4,9,6,2022,2023-07-28,2024-07-27,12100047,Renewed
2822,1,8,4,2024,2023-05-17,2024-05-16,7040699,Active
2823,2,3,5,2024,2023-03-24,2024-03-23,1277580,Renewed
2824,2,12,7,2022,2024-10-03,2025-10-03,7107037,Renewed
2825,1,3,3,2023,2025-03-16,2026-03-16,24572700,Expired
2826,6,1,6,2024,2025-08-01,2026-08-01,1008855,Active
2827,4,7,1,2022,2026-03-06,2027-03-06,13544995,Active
2828,1,8,5,2022,2025-02-17,2026-02-17,13937056,Active
2829,4,12,6,2024,2026-04-07,2027-04-07,13893444,Expired
2830,2,12,4,2023,2023-11-21,2024-11-20,4505545,Renewed
2831,2,3,7,2024,2023-08-06,2024-08-05,19473580,Active
2832,4,6,1,2025,2024-12-02,2025-12-02,14113092,Expired
2833,2,7,3,2024,2022-11-28,2023-11-28,12267225,Expired
2834,3,12,7,2022,2022-10-10,2023-10-10,3832897,Renewed
2835,5,7,3,2024,2025-06-08,2026-06-08,14805700,Active
2836,5,3,6,2025,2024-10-28,2025-10-28,18529212,Expired
2837,5,10,7,2022,2025-05-04,2026-05-04,3491002,Renewed
2838,5,12,6,2024,2025-04-16,2026-04-16,13800702,Active
2839,4,11,2,2024,2022-11-21,2023-11-21,2173318,Expired
2840,4,12,1,2024,2023-05-27,2024-05-26,12416634,Renewed
2841,5,4,2,2022,2022-12-27,2023-12-27,19635683,Expired
2842,3,8,6,2022,2023-07-23,2024-07-22,2464081,Expired
2843,1,2,1,2022,2023-12-21,2024-12-20,983934,Expired
2844,6,6,1,2024,2024-04-20,2025-04-20,14192634,Active
2845,3,2,2,2023,2026-01-21,2027-01-21,735558,Expired
2846,2,10,5,2025,2022-07-19,2023-07-19,14085977,Renewed
2847,6,4,1,2023,2023-10-29,2024-10-28,6310635,Renewed
2848,5,12,3,2025,2024-10-05,2025-10-05,8722242,Expired
2849,5,7,4,2024,2025-08-07,2026-08-07,2666351,Expired
2850,5,5,5,2024,2022-10-08,2023-10-08,8677251,Renewed
2851,1,9,5,2024,2024-11-24,2025-11-24,13029920,Renewed
2852,3,7,4,2025,2025-05-02,2026-05-02,3466027,Expired
2853,6,1,6,2023,2023-04-12,2024-04-11,571435,Active
2854,4,2,3,2025,2025-06-10,2026-06-10,1950144,Active
2855,3,5,4,2023,2026-03-21,2027-03-21,16436208,Renewed
2856,5,4,6,2024,2025-03-25,2026-03-25,5288172,Expired
2857,1,6,5,2023,2022-07-04,2023-07-04,9754964,Active
2858,1,11,5,2025,2022-08-21,2023-08-21,2768746,Expired
2859,3,2,6,2023,2024-11-18,2025-11-18,2553690,Active
2860,5,8,6,2023,2023-01-25,2024-01-25,2574748,Active
2861,1,3,2,2023,2024-09-12,2025-09-12,17098200,Renewed
2862,1,1,2,2022,2026-04-06,2027-04-06,2272059,Renewed
2863,2,10,6,2023,2025-09-27,2026-09-27,13832640,Active
2864,3,9,6,2022,2024-03-30,2025-03-30,13399537,Active
2865,3,12,7,2024,2024-02-24,2025-02-23,6477629,Expired
2866,4,7,1,2024,2025-11-20,2026-11-20,5885906,Renewed
2867,6,4,3,2024,2022-06-17,2023-06-17,10354612,Renewed
2868,6,5,2,2023,2023-03-31,2024-03-30,7392880,Expired
2869,4,7,1,2024,2024-01-29,2025-01-28,13947383,Renewed
2870,3,3,4,2025,2025-03-07,2026-03-07,22997088,Active
2871,3,5,6,2024,2026-03-03,2027-03-03,13217434,Renewed
2872,3,2,6,2022,2025-05-25,2026-05-25,2225576,Active
2873,5,6,3,2024,2025-07-29,2026-07-29,6084910,Expired
2874,3,3,2,2022,2024-05-17,2025-05-17,10736140,Renewed
2875,2,6,4,2022,2023-10-04,2024-10-03,6077828,Renewed
2876,6,9,2,2024,2024-11-07,2025-11-07,3803147,Renewed
2877,4,7,7,2025,2023-05-13,2024-05-12,13045327,Active
2878,2,3,7,2023,2024-06-06,2025-06-06,3652460,Expired
2879,5,8,7,2024,2026-03-07,2027-03-07,9110339,Active
2880,3,1,6,2025,2026-02-20,2027-02-20,1404130,Active
2881,4,9,4,2024,2023-02-04,2024-02-04,2474532,Expired
2882,4,12,5,2022,2022-10-24,2023-10-24,4959674,Expired
2883,1,1,7,2023,2025-08-13,2026-08-13,1195622,Expired
2884,2,7,4,2022,2025-04-26,2026-04-26,2390738,Expired
2885,2,11,4,2024,2025-09-29,2026-09-29,11536683,Expired
2886,4,7,2,2024,2025-11-18,2026-11-18,7235934,Active
2887,3,1,5,2022,2022-06-12,2023-06-12,737390,Renewed
2888,3,10,5,2023,2025-05-21,2026-05-21,10271202,Active
2889,5,11,6,2024,2024-02-06,2025-02-05,11636706,Renewed
2890,5,5,6,2024,2025-04-17,2026-04-17,13442014,Active
2891,6,6,1,2024,2023-03-21,2024-03-20,3182339,Renewed
2892,5,2,1,2024,2022-06-15,2023-06-15,1460960,Active
2893,2,1,4,2022,2023-05-23,2024-05-22,1799750,Renewed
2894,6,9,3,2023,2022-08-15,2023-08-15,13445935,Active
2895,2,12,7,2023,2022-05-11,2023-05-11,2458417,Renewed
2896,4,9,6,2024,2024-09-11,2025-09-11,11531285,Active
2897,5,7,6,2023,2024-03-13,2025-03-13,8268885,Expired
2898,6,9,4,2023,2025-12-16,2026-12-16,7913174,Renewed
2899,5,12,4,2022,2023-06-25,2024-06-24,11031364,Renewed
2900,6,6,5,2024,2025-04-03,2026-04-03,7912680,Active
2901,1,2,3,2023,2025-09-22,2026-09-22,1443528,Expired
2902,6,11,7,2025,2024-03-23,2025-03-23,6933575,Renewed
2903,2,8,6,2022,2022-10-13,2023-10-13,2537349,Renewed
2904,5,1,6,2025,2024-01-22,2025-01-21,1007216,Renewed
2905,2,3,2,2023,2023-07-16,2024-07-15,1389248,Active
2906,1,7,3,2024,2024-02-01,2025-01-31,3123915,Active
2907,4,12,5,2023,2022-12-03,2023-12-03,5410467,Renewed
2908,5,9,4,2022,2023-10-21,2024-10-20,8271353,Renewed
2909,6,9,7,2022,2023-03-07,2024-03-06,5970610,Expired
2910,4,5,4,2023,2023-12-22,2024-12-21,17984009,Renewed
2911,6,11,6,2025,2022-06-14,2023-06-14,12359651,Renewed
2912,2,2,7,2022,2024-12-10,2025-12-10,1178944,Active
2913,6,5,2,2024,2023-05-08,2024-05-07,9328344,Expired
2914,5,6,5,2024,2025-04-22,2026-04-22,4809774,Renewed
2915,6,1,4,2022,2025-01-17,2026-01-17,541380,Renewed
2916,6,4,3,2025,2023-01-01,2024-01-01,8797286,Active
2917,5,5,3,2023,2025-12-27,2026-12-27,14459842,Expired
2918,5,1,5,2024,2023-11-10,2024-11-09,1380618,Renewed
2919,6,2,1,2024,2024-08-18,2025-08-18,1362894,Expired
2920,5,7,2,2022,2023-11-05,2024-11-04,4450580,Expired
2921,6,7,5,2024,2023-10-02,2024-10-01,5031400,Active
2922,1,1,1,2025,2025-08-10,2026-08-10,945200,Active
2923,4,8,3,2022,2025-03-01,2026-03-01,5334929,Renewed
2924,5,3,4,2022,2024-09-25,2025-09-25,15761094,Expired
2925,6,7,3,2025,2024-12-22,2025-12-22,11459109,Renewed
2926,3,9,1,2022,2024-11-25,2025-11-25,11884908,Active
2927,5,2,2,2023,2022-10-10,2023-10-10,766458,Renewed
2928,5,8,2,2024,2025-01-13,2026-01-13,5190848,Renewed
2929,2,11,3,2025,2025-04-19,2026-04-19,6558348,Expired
2930,1,10,7,2025,2022-12-29,2023-12-29,6305066,Renewed
2931,2,12,6,2025,2023-05-04,2024-05-03,4938890,Renewed
2932,1,8,2,2022,2026-01-04,2027-01-04,7023873,Expired
2933,1,6,3,2025,2026-03-06,2027-03-06,13965141,Active
2934,4,12,2,2024,2026-04-20,2027-04-20,2474372,Active
2935,2,6,5,2025,2023-06-25,2024-06-24,9789945,Renewed
2936,6,11,3,2022,2024-01-05,2025-01-04,5531698,Expired
2937,4,12,7,2024,2024-12-30,2025-12-30,7441778,Active
2938,2,5,3,2023,2023-01-21,2024-01-21,19397995,Renewed
2939,6,3,4,2023,2024-05-20,2025-05-20,1535794,Renewed
2940,1,9,2,2024,2025-03-02,2026-03-02,11710241,Expired
2941,6,12,7,2022,2024-01-14,2025-01-13,8021636,Expired
2942,1,4,4,2023,2023-12-31,2024-12-30,15955510,Active
2943,5,12,7,2025,2026-03-14,2027-03-14,6783850,Active
2944,3,10,7,2025,2022-10-18,2023-10-18,2959607,Active
2945,2,3,6,2023,2023-09-07,2024-09-06,3862992,Expired
2946,6,7,7,2025,2022-10-09,2023-10-09,11670922,Renewed
2947,2,11,4,2022,2025-10-07,2026-10-07,6759348,Expired
2948,1,4,6,2024,2026-03-03,2027-03-03,15559225,Active
2949,6,3,1,2023,2025-05-03,2026-05-03,17486415,Renewed
2950,6,6,7,2025,2025-04-12,2026-04-12,11413457,Renewed
2951,6,7,2,2025,2024-10-21,2025-10-21,4701530,Active
2952,1,1,7,2022,2023-11-13,2024-11-12,836041,Renewed
2953,6,12,5,2022,2024-12-05,2025-12-05,14169336,Active
2954,2,9,4,2022,2022-04-24,2023-04-24,9223929,Expired
2955,1,3,3,2022,2022-06-08,2023-06-08,7408047,Renewed
2956,6,6,4,2023,2025-02-12,2026-02-12,6209820,Renewed
2957,4,8,2,2022,2023-05-31,2024-05-30,14270635,Expired
2958,5,12,7,2025,2024-07-26,2025-07-26,7067991,Active
2959,4,2,6,2022,2023-03-30,2024-03-29,703647,Expired
2960,2,2,5,2025,2023-06-03,2024-06-02,985542,Active
2961,5,4,4,2025,2023-09-28,2024-09-27,8938346,Active
2962,1,1,4,2022,2025-01-17,2026-01-17,1361720,Active
2963,1,11,3,2023,2024-02-09,2025-02-08,6581083,Active
2964,1,6,6,2025,2024-01-24,2025-01-23,2807448,Active
2965,6,9,5,2025,2023-02-24,2024-02-24,2516624,Active
2966,4,8,4,2025,2022-12-21,2023-12-21,2552073,Renewed
2967,2,9,5,2022,2022-10-23,2023-10-23,12350552,Active
2968,2,12,5,2023,2023-08-19,2024-08-18,10821307,Expired
2969,2,4,3,2023,2022-09-26,2023-09-26,14843323,Active
2970,1,3,6,2022,2024-01-11,2025-01-10,3213837,Expired
2971,4,9,3,2023,2023-02-02,2024-02-02,2574318,Renewed
2972,5,9,6,2024,2025-08-23,2026-08-23,11397567,Expired
2973,6,5,1,2023,2023-07-12,2024-07-11,14311239,Renewed
2974,5,11,4,2023,2023-05-02,2024-05-01,4392777,Expired
2975,4,6,7,2022,2022-09-10,2023-09-10,11470339,Renewed
2976,2,4,6,2024,2024-04-28,2025-04-28,12699452,Expired
2977,3,6,5,2022,2024-09-19,2025-09-19,2221792,Renewed
2978,2,8,7,2024,2024-07-24,2025-07-24,9031444,Expired
2979,1,5,2,2022,2024-12-09,2025-12-09,10765225,Active
2980,5,1,1,2022,2023-04-15,2024-04-14,335471,Expired
2981,5,11,2,2022,2024-03-26,2025-03-26,5201845,Renewed
2982,2,5,5,2023,2023-04-20,2024-04-19,12488783,Renewed
2983,6,6,2,2022,2024-02-13,2025-02-12,6255990,Renewed
2984,4,1,7,2024,2025-09-30,2026-09-30,2986600,Expired
2985,4,6,3,2022,2023-05-23,2024-05-22,8512397,Renewed
2986,6,5,7,2022,2023-05-24,2024-05-23,9201890,Active
2987,2,4,6,2024,2023-03-04,2024-03-03,11668357,Expired
2988,6,1,6,2023,2023-12-25,2024-12-24,1426695,Active
2989,5,5,2,2022,2022-08-02,2023-08-02,14542374,Renewed
2990,2,10,4,2025,2023-11-23,2024-11-22,9181560,Renewed
2991,2,6,1,2022,2024-10-25,2025-10-25,11932500,Active
2992,3,4,2,2025,2024-09-12,2025-09-12,6578021,Renewed
2993,4,3,1,2024,2022-10-26,2023-10-26,3469725,Expired
2994,1,7,3,2023,2024-05-02,2025-05-02,9568601,Expired
2995,3,2,2,2023,2023-06-25,2024-06-24,1517991,Active
2996,6,9,5,2024,2023-06-04,2024-06-03,13801862,Active
2997,2,2,6,2024,2023-04-21,2024-04-20,1222232,Renewed
2998,1,11,5,2025,2022-07-11,2023-07-11,6309968,Active
2999,6,2,1,2025,2022-12-07,2023-12-07,911886,Active
3000,2,9,6,2024,2022-12-26,2023-12-26,10016202,Expired
3001,4,11,3,2022,2023-04-07,2024-04-06,11449225,Expired
3002,5,4,1,2025,2023-01-09,2024-01-09,12491023,Renewed
3003,1,11,4,2025,2023-08-04,2024-08-03,3771964,Expired
3004,1,5,3,2022,2025-11-30,2026-11-30,19699709,Renewed
3005,2,7,7,2022,2024-03-04,2025-03-04,4107626,Expired
3006,3,9,2,2025,2023-04-24,2024-04-23,2032296,Active
3007,2,7,7,2024,2024-01-26,2025-01-25,7938603,Expired
3008,6,8,3,2023,2023-07-10,2024-07-09,3090199,Renewed
3009,1,10,5,2022,2025-06-26,2026-06-26,3766555,Renewed
3010,4,12,5,2024,2023-12-18,2024-12-17,9889662,Expired
3011,6,9,1,2023,2025-04-30,2026-04-30,4453026,Expired
3012,3,3,5,2025,2024-09-21,2025-09-21,9084530,Renewed
3013,3,9,7,2025,2025-12-16,2026-12-16,13472745,Active
3014,1,12,6,2023,2022-12-21,2023-12-21,6156655,Expired
3015,4,10,2,2023,2022-10-26,2023-10-26,4587855,Expired
3016,4,2,5,2025,2026-02-27,2027-02-27,1902504,Active
3017,2,3,5,2022,2023-04-05,2024-04-04,20727040,Active
3018,4,1,6,2024,2026-02-05,2027-02-05,1551240,Active
3019,3,6,3,2024,2025-09-24,2026-09-24,5613552,Expired
3020,6,10,7,2023,2024-04-29,2025-04-29,9157956,Active
3021,5,4,1,2022,2026-03-04,2027-03-04,12073458,Expired
3022,4,6,4,2024,2023-01-16,2024-01-16,11057222,Renewed
3023,1,2,3,2023,2022-05-03,2023-05-03,302091,Active
3024,6,6,6,2023,2024-12-23,2025-12-23,11330692,Renewed
3025,2,3,3,2023,2026-02-15,2027-02-15,28058976,Renewed
3026,4,3,1,2022,2022-10-13,2023-10-13,17168938,Renewed
3027,6,9,7,2023,2022-08-14,2023-08-14,5162828,Expired
3028,6,3,7,2023,2026-02-25,2027-02-25,15266940,Expired
3029,1,2,5,2023,2025-05-29,2026-05-29,1637712,Expired
3030,1,6,4,2025,2024-07-09,2025-07-09,6755133,Active
3031,5,1,3,2024,2022-12-07,2023-12-07,1569568,Active
3032,6,3,7,2022,2025-04-28,2026-04-28,22450575,Expired
3033,5,4,5,2023,2025-11-13,2026-11-13,10523390,Expired
3034,5,7,3,2022,2023-01-23,2024-01-23,9687015,Renewed
3035,3,11,7,2025,2023-02-18,2024-02-18,6851040,Active
3036,1,2,3,2023,2023-03-08,2024-03-07,663748,Active
3037,5,11,2,2024,2025-03-08,2026-03-08,12553836,Active
3038,4,12,5,2024,2022-06-28,2023-06-28,10784401,Expired
3039,4,9,6,2023,2023-11-02,2024-11-01,12542231,Expired
3040,5,4,2,2022,2024-04-09,2025-04-09,16678399,Active
3041,5,12,1,2022,2025-10-12,2026-10-12,14128605,Expired
3042,5,4,5,2022,2024-01-16,2025-01-15,11403028,Active
3043,6,10,2,2023,2023-10-04,2024-10-03,2012596,Active
3044,4,4,2,2022,2024-05-27,2025-05-27,14847362,Renewed
3045,6,8,4,2025,2023-01-23,2024-01-23,6251787,Renewed
3046,3,11,1,2023,2022-06-13,2023-06-13,6664382,Renewed
3047,6,7,5,2023,2024-08-25,2025-08-25,9345197,Expired
3048,1,8,2,2023,2025-03-26,2026-03-26,9291606,Renewed
3049,5,10,3,2022,2024-01-07,2025-01-06,13948939,Renewed
3050,3,5,2,2025,2024-03-12,2025-03-12,8198148,Renewed
3051,4,11,6,2024,2025-10-15,2026-10-15,12993453,Expired
3052,2,6,3,2024,2022-09-03,2023-09-03,2060582,Active
3053,3,8,1,2023,2024-05-28,2025-05-28,5424142,Renewed
3054,2,11,4,2022,2022-11-24,2023-11-24,13843182,Renewed
3055,5,12,6,2025,2023-08-08,2024-08-07,12669929,Renewed
3056,2,5,2,2022,2025-02-17,2026-02-17,10950910,Renewed
3057,3,8,5,2025,2023-05-17,2024-05-16,10626586,Expired
3058,1,8,2,2025,2024-10-20,2025-10-20,9009078,Renewed
3059,5,5,7,2025,2023-12-10,2024-12-09,14302373,Active
3060,1,2,4,2025,2023-03-29,2024-03-28,3005530,Active
3061,4,1,4,2024,2024-06-27,2025-06-27,1462536,Expired
3062,1,7,2,2024,2025-09-05,2026-09-05,5319914,Expired
3063,4,10,1,2023,2023-02-18,2024-02-18,8002214,Renewed
3064,5,1,1,2022,2024-09-18,2025-09-18,1236800,Renewed
3065,5,1,5,2025,2025-04-17,2026-04-17,2292030,Renewed
3066,1,2,5,2023,2024-09-26,2025-09-26,1801792,Renewed
3067,5,11,7,2023,2025-03-04,2026-03-04,10697783,Renewed
3068,5,9,7,2024,2023-02-10,2024-02-10,2052032,Renewed
3069,6,3,7,2024,2025-04-04,2026-04-04,5195246,Expired
3070,5,3,2,2025,2024-10-18,2025-10-18,6261351,Active
3071,5,12,6,2023,2024-03-30,2025-03-30,14264497,Expired
3072,3,10,3,2022,2023-10-28,2024-10-27,4803321,Renewed
3073,3,7,2,2024,2023-09-19,2024-09-18,12830400,Renewed
3074,4,1,7,2025,2024-07-26,2025-07-26,522007,Expired
3075,4,12,4,2025,2025-10-11,2026-10-11,3196095,Active
3076,3,7,1,2022,2022-06-24,2023-06-24,6924978,Renewed
3077,6,2,2,2025,2022-06-20,2023-06-20,918050,Active
3078,1,7,5,2022,2025-10-14,2026-10-14,13782158,Expired
3079,3,3,1,2024,2022-07-05,2023-07-05,24614172,Active
3080,2,10,4,2022,2024-11-20,2025-11-20,3996543,Active
3081,4,10,4,2024,2024-05-20,2025-05-20,13858531,Active
3082,4,4,3,2023,2023-01-05,2024-01-05,13298512,Expired
3083,3,6,1,2023,2024-03-25,2025-03-25,4954703,Active
3084,5,8,1,2025,2025-04-26,2026-04-26,11229816,Active
3085,2,2,7,2023,2024-11-24,2025-11-24,1559554,Active
3086,5,8,1,2023,2026-01-27,2027-01-27,11231168,Expired
3087,6,2,4,2023,2025-03-02,2026-03-02,1760930,Active
3088,6,8,6,2022,2026-02-24,2027-02-24,10743270,Active
3089,1,9,1,2024,2025-02-06,2026-02-06,9062978,Expired
3090,1,1,6,2025,2024-01-23,2025-01-22,700002,Expired
3091,4,2,3,2022,2025-05-29,2026-05-29,655246,Expired
3092,2,12,1,2024,2023-01-19,2024-01-19,12504969,Expired
3093,4,10,2,2024,2025-03-14,2026-03-14,6821129,Expired
3094,5,7,4,2025,2022-11-10,2023-11-10,10091181,Active
3095,5,2,3,2022,2022-06-11,2023-06-11,1712423,Expired
3096,4,8,6,2024,2024-12-31,2025-12-31,12559310,Active
3097,2,2,5,2023,2024-12-20,2025-12-20,1832600,Expired
3098,1,4,6,2023,2026-03-21,2027-03-21,16153275,Expired
3099,4,3,7,2024,2023-02-20,2024-02-20,14352366,Expired
3100,1,8,5,2022,2025-11-13,2026-11-13,9657792,Renewed
3101,3,9,2,2024,2022-05-02,2023-05-02,4406764,Active
3102,5,5,3,2022,2023-06-04,2024-06-03,6687081,Renewed
3103,3,8,1,2022,2025-01-04,2026-01-04,13273952,Active
3104,3,9,3,2022,2022-09-16,2023-09-16,12449125,Renewed
3105,5,9,5,2022,2023-07-14,2024-07-13,2927270,Renewed
3106,5,6,2,2024,2024-07-04,2025-07-04,4629259,Renewed
3107,3,12,2,2025,2024-10-24,2025-10-24,12894652,Active
3108,1,3,4,2025,2024-07-09,2025-07-09,3279456,Active
3109,1,1,7,2025,2024-06-11,2025-06-11,749331,Active
3110,4,6,5,2024,2022-05-29,2023-05-29,10196187,Active
3111,4,6,2,2024,2026-04-09,2027-04-09,7983728,Renewed
3112,6,6,2,2022,2025-08-16,2026-08-16,12116157,Renewed
3113,5,12,5,2022,2025-06-21,2026-06-21,12513277,Expired
3114,5,10,4,2022,2023-04-29,2024-04-28,7135298,Active
3115,6,2,3,2024,2022-08-13,2023-08-13,1327560,Active
3116,2,4,1,2025,2023-04-15,2024-04-14,6691725,Expired
3117,6,6,6,2023,2025-04-11,2026-04-11,13129090,Active
3118,1,9,6,2023,2026-04-02,2027-04-02,8867607,Expired
3119,1,12,6,2022,2025-08-07,2026-08-07,10759546,Expired
3120,2,1,3,2024,2023-05-12,2024-05-11,2344160,Active
3121,2,6,6,2024,2025-04-24,2026-04-24,5420103,Expired
3122,2,12,3,2025,2023-09-06,2024-09-05,11554764,Active
3123,3,2,5,2023,2023-09-10,2024-09-09,599880,Expired
3124,5,2,4,2025,2024-01-29,2025-01-28,385101,Expired
3125,1,9,4,2025,2022-05-30,2023-05-30,5578789,Renewed
3126,6,11,1,2025,2025-12-26,2026-12-26,8953165,Expired
3127,4,9,3,2023,2025-06-21,2026-06-21,6745588,Expired
3128,4,4,4,2023,2023-09-30,2024-09-29,16276632,Expired
3129,6,10,6,2023,2023-08-16,2024-08-15,14116301,Active
3130,1,4,2,2024,2025-09-10,2026-09-10,15943201,Expired
3131,2,10,6,2022,2024-08-01,2025-08-01,12902136,Active
3132,1,10,2,2022,2023-01-26,2024-01-26,10585105,Renewed
3133,1,3,5,2023,2022-06-03,2023-06-03,6734124,Active
3134,4,6,2,2023,2023-10-17,2024-10-16,11201220,Active
3135,4,6,2,2024,2024-01-19,2025-01-18,11814047,Renewed
3136,2,6,7,2023,2025-07-26,2026-07-26,5850026,Active
3137,3,1,2,2023,2024-10-18,2025-10-18,1098435,Expired
3138,3,3,3,2024,2025-02-18,2026-02-18,13711360,Active
3139,3,3,1,2023,2024-07-09,2025-07-09,3428693,Active
3140,4,8,3,2024,2024-06-02,2025-06-02,11857742,Renewed
3141,2,3,6,2024,2025-09-08,2026-09-08,3024770,Expired
3142,2,11,3,2024,2025-10-14,2026-10-14,10210649,Renewed
3143,5,11,4,2023,2022-07-24,2023-07-24,8036851,Renewed
3144,2,2,5,2023,2023-04-16,2024-04-15,2874816,Active
3145,4,4,3,2022,2023-10-20,2024-10-19,9757419,Active
3146,5,11,3,2023,2025-12-25,2026-12-25,8791398,Renewed
3147,6,5,6,2023,2023-08-29,2024-08-28,14926499,Renewed
3148,4,8,3,2025,2023-09-09,2024-09-08,10074353,Expired
3149,3,9,3,2023,2024-06-25,2025-06-25,10420648,Expired
3150,5,6,4,2025,2025-07-05,2026-07-05,12795680,Active
3151,3,9,4,2022,2024-11-03,2025-11-03,13905682,Renewed
3152,6,6,1,2024,2023-10-13,2024-10-12,13197200,Expired
3153,2,3,7,2022,2022-05-24,2023-05-24,5029416,Active
3154,1,4,6,2022,2024-12-20,2025-12-20,13779019,Renewed
3155,5,7,5,2025,2022-06-03,2023-06-03,7797428,Renewed
3156,4,8,5,2025,2022-06-19,2023-06-19,7658637,Renewed
3157,1,5,7,2025,2025-09-17,2026-09-17,15732962,Expired
3158,1,12,7,2022,2024-11-06,2025-11-06,12507156,Renewed
3159,5,3,4,2025,2022-09-12,2023-09-12,15344098,Active
3160,3,8,4,2023,2024-10-17,2025-10-17,14073005,Renewed
3161,1,3,1,2023,2024-08-25,2025-08-25,4578240,Renewed
3162,1,12,7,2023,2026-01-20,2027-01-20,6284320,Expired
3163,4,7,1,2022,2025-02-06,2026-02-06,9059781,Active
3164,5,10,2,2024,2024-09-05,2025-09-05,12785875,Active
3165,3,8,6,2023,2024-12-08,2025-12-08,7535137,Expired
3166,2,2,2,2025,2024-09-04,2025-09-04,2193009,Renewed
3167,5,7,7,2022,2022-06-05,2023-06-05,7383393,Expired
3168,2,4,1,2025,2022-06-20,2023-06-20,15399120,Renewed
3169,5,7,7,2025,2023-07-27,2024-07-26,4280574,Expired
3170,4,1,5,2025,2024-10-25,2025-10-25,1179984,Expired
3171,2,7,4,2023,2022-09-13,2023-09-13,12809761,Expired
3172,1,4,4,2024,2024-06-26,2025-06-26,5150002,Renewed
3173,4,9,1,2024,2023-07-05,2024-07-04,3493424,Active
3174,2,8,2,2023,2024-12-14,2025-12-14,7425600,Active
3175,3,7,4,2023,2023-09-03,2024-09-02,5413343,Expired
3176,4,10,3,2023,2025-08-23,2026-08-23,6519595,Renewed
3177,6,12,4,2022,2024-02-09,2025-02-08,9484954,Active
3178,6,12,7,2024,2025-04-10,2026-04-10,2423515,Expired
3179,5,7,4,2023,2026-01-13,2027-01-13,13415032,Active
3180,2,6,4,2023,2025-12-28,2026-12-28,14648265,Renewed
3181,5,6,7,2022,2024-08-10,2025-08-10,13667062,Renewed
3182,4,1,1,2024,2023-11-07,2024-11-06,1754228,Expired
3183,6,7,1,2022,2024-01-28,2025-01-27,5835025,Renewed
3184,1,2,7,2023,2025-06-28,2026-06-28,1437216,Expired
3185,2,10,6,2023,2023-05-08,2024-05-07,12148596,Active
3186,2,3,3,2022,2023-02-02,2024-02-02,16878127,Renewed
